team,score,walksissued,stolenbases,strikeoutsthrown,totalbases,date,opponent,opponent_score,home
STL,8,1,0,7,31,2016-05-11,LAA,1,0
TB,4,0,0,6,16,2016-05-11,SEA,6,0
NYM,2,1,0,4,5,2016-05-11,LAD,3,0
TOR,4,4,0,6,16,2016-05-11,SF,0,0
SD,7,6,1,5,13,2016-05-11,CHC,4,0
BAL,9,2,0,3,31,2016-05-11,MIN,2,0
CHW,5,5,0,3,18,2016-05-11,TEX,6,0
CLE,3,12,0,18,20,2016-05-11,HOU,5,0
ARI,7,3,0,11,22,2016-05-11,COL,8,0
TB,5,7,0,11,18,2016-05-11,SEA,6,0
TOR,4,7,1,9,15,2016-05-11,SF,5,0
KC,7,3,0,4,15,2016-05-11,NYY,3,0
DET,2,4,0,4,13,2016-05-11,WSH,3,0
OAK,3,4,0,7,9,2016-05-11,BOS,13,0
PHI,1,2,0,5,7,2016-05-11,ATL,5,0
PIT,5,1,0,8,18,2016-05-11,CIN,4,0
MIL,2,1,0,6,8,2016-05-11,MIA,3,0
SD,1,5,0,14,6,2016-05-12,CHC,0,0
STL,5,3,1,8,10,2016-05-12,LAA,2,0
NYM,4,1,2,7,16,2016-05-12,LAD,3,0
DET,5,3,0,5,18,2016-05-12,BAL,7,0
KC,3,5,0,8,14,2016-05-12,NYY,7,0
HOU,1,3,0,7,8,2016-05-12,BOS,11,0
PHI,7,2,1,7,16,2016-05-12,ATL,4,0
SD,3,2,1,11,12,2016-05-13,MIL,0,0
SF,4,4,0,12,12,2016-05-13,ARI,2,0
STL,12,4,1,7,28,2016-05-13,LAA,10,0
NYM,0,0,0,6,4,2016-05-13,LAD,5,0
PIT,4,4,3,9,17,2016-05-13,CHC,9,0
DET,0,2,0,8,8,2016-05-13,BAL,1,0
CHW,7,0,0,6,15,2016-05-13,NYY,1,0
MIA,3,6,1,9,9,2016-05-13,WSH,5,0
CIN,2,5,0,7,5,2016-05-13,PHI,3,0
HOU,7,4,2,10,19,2016-05-13,BOS,6,0
MIN,6,4,1,5,21,2016-05-13,CLE,7,0
OAK,6,7,3,12,23,2016-05-13,TB,3,0
TOR,5,1,0,6,17,2016-05-14,TEX,0,0
SD,0,6,1,7,4,2016-05-14,MIL,1,0
ATL,1,5,0,6,8,2016-05-14,KC,5,0
NYM,2,1,0,7,10,2016-05-14,COL,5,0
SF,3,0,0,5,12,2016-05-14,ARI,1,0
LAA,7,7,1,9,20,2016-05-14,SEA,6,0
STL,4,3,0,7,17,2016-05-14,LAD,8,0
HOU,5,5,0,5,20,2016-05-14,BOS,6,0
CHW,1,2,0,6,10,2016-05-14,NYY,2,0
MIA,4,7,0,2,14,2016-05-14,WSH,6,0
PIT,2,5,1,7,4,2016-05-14,CHC,8,0
MIN,6,3,1,9,16,2016-05-14,CLE,3,0
OAK,0,6,0,2,2,2016-05-14,TB,6,0
DET,3,3,0,5,10,2016-05-14,BAL,9,0
CIN,3,3,0,6,9,2016-05-14,PHI,4,0
MIA,7,6,0,2,17,2016-05-14,WSH,1,0
SD,8,12,3,17,29,2016-05-14,MIL,7,0
SD,8,12,3,17,29,2016-05-14,MIL,7,0
ATL,5,0,0,6,16,2016-05-14,KC,0,0
TOR,5,4,0,7,22,2016-05-15,TEX,6,0
NYM,4,3,0,4,19,2016-05-15,COL,7,0
SF,5,2,0,8,18,2016-05-15,ARI,3,0
LAA,9,1,0,8,27,2016-05-15,SEA,7,0
STL,3,3,0,8,9,2016-05-15,LAD,5,0
CHW,5,6,1,3,18,2016-05-15,NYY,7,0
MIN,5,1,0,9,12,2016-05-15,CLE,1,0
OAK,7,2,0,9,26,2016-05-15,TB,6,0
DET,6,5,0,12,28,2016-05-15,BAL,5,0
HOU,9,3,3,4,16,2016-05-15,BOS,10,0
MIA,5,4,0,15,12,2016-05-15,WSH,1,0
CIN,9,7,1,10,19,2016-05-15,PHI,4,0
SD,2,1,0,12,13,2016-05-15,MIL,3,0
ATL,2,0,0,11,11,2016-05-15,KC,4,0
PIT,2,1,1,7,9,2016-05-15,CHC,1,0
TOR,6,5,3,6,16,2016-05-15,TEX,7,0
LAA,3,1,0,7,10,2016-05-15,SEA,0,0
NYM,3,3,0,5,13,2016-05-15,COL,4,0
SF,2,4,0,6,7,2016-05-15,ARI,1,0
STL,5,3,0,5,12,2016-05-16,LAD,2,0
CIN,6,6,0,5,20,2016-05-16,CLE,15,0
MIA,5,2,0,9,21,2016-05-16,PHI,3,0
ATL,5,2,0,7,20,2016-05-16,PIT,8,0
TB,13,4,0,7,33,2016-05-16,TOR,2,0
MIN,8,4,2,5,19,2016-05-16,DET,10,0
NYY,2,5,0,8,11,2016-05-17,ARI,12,0
TEX,1,2,0,2,5,2016-05-17,OAK,3,0
LAA,7,5,2,8,15,2016-05-17,LAD,6,0
CIN,1,9,0,7,6,2016-05-17,CLE,13,0
SEA,10,3,0,3,20,2016-05-17,BAL,0,0
MIA,1,0,0,9,12,2016-05-17,PHI,3,0
ATL,9,3,0,10,26,2016-05-17,PIT,12,0
TB,12,4,1,10,27,2016-05-17,TOR,2,0
MIN,2,0,1,2,13,2016-05-17,DET,7,0
WSH,0,3,0,11,6,2016-05-17,NYM,2,0
HOU,6,3,3,12,21,2016-05-18,CHW,5,0
CHC,2,2,1,9,10,2016-05-18,MIL,4,0
BOS,4,4,0,5,12,2016-05-18,KC,8,0
COL,3,3,1,7,7,2016-05-18,STL,1,0
NYY,3,1,0,13,9,2016-05-18,ARI,5,0
TEX,5,3,1,8,25,2016-05-18,OAK,8,0
LAA,1,2,0,2,4,2016-05-18,LAD,5,0
SF,5,0,2,11,16,2016-05-18,SD,1,0
MIA,2,5,0,6,8,2016-05-18,PHI,4,0
MIN,3,1,1,9,8,2016-05-18,DET,6,0
BOS,2,1,0,6,13,2016-05-18,KC,3,0
TEX,1,4,2,5,4,2016-05-18,OAK,8,0
WSH,7,1,2,8,9,2016-05-18,NYM,1,0
SEA,2,3,0,4,14,2016-05-18,BAL,5,0
ATL,3,0,1,4,15,2016-05-18,PIT,1,0
TB,6,4,1,8,21,2016-05-18,TOR,3,0
CLE,8,3,1,14,21,2016-05-18,CIN,7,0
HOU,5,2,1,8,20,2016-05-19,CHW,3,0
CHC,2,8,1,14,12,2016-05-19,MIL,1,0
COL,0,4,0,6,9,2016-05-19,STL,2,0
BOS,5,1,1,6,18,2016-05-19,KC,2,0
NYY,4,2,0,11,16,2016-05-19,ARI,2,0
LAD,1,5,0,8,11,2016-05-19,LAA,8,0
SF,2,2,1,8,7,2016-05-19,SD,1,0
SEA,7,2,0,10,17,2016-05-19,BAL,2,0
CHC,3,4,0,10,13,2016-05-19,MIL,5,0
ATL,2,2,1,6,13,2016-05-19,PIT,8,0
CLE,7,1,2,8,19,2016-05-19,CIN,2,0
WSH,9,3,1,14,18,2016-05-19,NYM,1,0
COL,7,4,0,8,13,2016-05-19,STL,13,0
HOU,1,1,0,9,7,2016-05-20,CHW,2,0
TOR,3,1,0,12,14,2016-05-20,MIN,2,0
SF,3,0,2,10,13,2016-05-20,SD,1,0
LAD,4,3,0,6,8,2016-05-20,LAA,7,0
NYY,4,0,1,8,16,2016-05-20,OAK,1,0
ATL,7,3,0,9,18,2016-05-20,PHI,1,0
COL,1,0,0,5,15,2016-05-20,PIT,2,0
CLE,4,3,2,9,13,2016-05-20,BOS,2,0
TB,7,2,1,6,17,2016-05-20,DET,5,0
SEA,8,3,0,9,18,2016-05-20,CIN,3,0
MIL,2,3,1,11,6,2016-05-20,NYM,3,0
WSH,4,2,0,8,18,2016-05-20,MIA,1,0
KC,4,3,0,10,15,2016-05-21,CHW,1,0
TOR,9,0,0,8,28,2016-05-21,MIN,3,0
TEX,2,0,0,9,7,2016-05-21,HOU,1,0
ARI,11,8,1,9,23,2016-05-21,STL,7,0
NYY,8,1,0,9,20,2016-05-21,OAK,3,0
BAL,9,4,0,4,27,2016-05-21,LAA,4,0
CHC,8,2,0,10,21,2016-05-21,SF,1,0
LAD,6,8,0,6,20,2016-05-21,SD,7,0
KC,2,3,1,7,11,2016-05-21,CHW,1,0
TOR,3,3,0,6,13,2016-05-21,MIN,5,0
ATL,2,1,1,8,8,2016-05-21,PHI,0,0
CLE,1,6,0,1,6,2016-05-21,BOS,9,0
NYY,5,2,0,4,10,2016-05-21,OAK,1,0
COL,5,4,0,5,10,2016-05-21,PIT,1,0
ARI,2,6,0,8,12,2016-05-21,STL,6,0
TB,4,3,0,8,13,2016-05-21,DET,5,0
SEA,4,3,2,7,12,2016-05-21,CIN,0,0
MIL,4,6,1,7,12,2016-05-21,NYM,5,0
TEX,2,2,0,9,11,2016-05-21,HOU,1,0
CHC,3,5,0,4,17,2016-05-21,SF,5,0
WSH,2,4,0,9,8,2016-05-21,MIA,3,0
BAL,3,4,0,7,9,2016-05-22,LAA,1,0
LAD,2,5,0,19,7,2016-05-22,SD,3,0
TB,4,3,0,9,17,2016-05-22,DET,9,0
SEA,5,1,0,9,13,2016-05-22,CIN,4,0
MIL,1,3,1,11,8,2016-05-22,NYM,3,0
WSH,8,0,2,9,14,2016-05-22,MIA,2,0
CLE,2,5,0,11,8,2016-05-22,BOS,5,0
ATL,0,1,1,3,6,2016-05-22,PHI,5,0
KC,2,4,0,6,9,2016-05-22,CHW,3,0
TOR,3,2,0,5,18,2016-05-22,MIN,1,0
TEX,9,3,1,13,20,2016-05-22,HOU,2,0
ARI,7,2,0,8,15,2016-05-22,STL,2,0
BAL,2,3,1,3,8,2016-05-22,LAA,10,0
NYY,5,1,0,10,17,2016-05-22,OAK,4,0
LAD,9,5,1,12,24,2016-05-22,SD,5,0
CHC,0,4,0,5,3,2016-05-23,SF,1,0
COL,3,3,0,7,9,2016-05-23,PIT,6,0
CLE,6,8,1,7,19,2016-05-23,CHW,7,0
PHI,4,2,0,5,19,2016-05-23,DET,5,0
TB,6,3,0,5,20,2016-05-23,MIA,7,0
LAA,2,3,0,7,14,2016-05-24,TEX,0,0
KC,10,3,2,5,24,2016-05-24,MIN,4,0
NYM,7,2,0,4,20,2016-05-24,WSH,1,0
CHC,3,1,1,11,9,2016-05-24,STL,4,0
CLE,5,1,0,11,17,2016-05-24,CHW,1,0
OAK,5,0,1,6,9,2016-05-24,SEA,0,0
CIN,0,4,0,2,3,2016-05-24,LAD,1,0
SD,0,5,0,5,2,2016-05-24,SF,1,0
TB,4,3,3,10,10,2016-05-24,MIA,3,0
CHC,12,3,1,5,24,2016-05-24,STL,3,0
TOR,0,4,1,8,2,2016-05-24,NYY,6,0
NYM,4,2,0,4,12,2016-05-24,WSH,7,0
ARI,1,5,0,5,7,2016-05-24,PIT,12,0
COL,3,5,0,3,13,2016-05-24,BOS,8,0
PHI,1,1,0,8,7,2016-05-24,DET,3,0
MIL,2,4,1,9,7,2016-05-24,ATL,1,0
LAA,1,2,0,7,8,2016-05-25,TEX,4,0
CLE,6,1,3,7,15,2016-05-25,CHW,2,0
KC,7,5,1,10,20,2016-05-25,MIN,4,0
BAL,2,5,1,11,16,2016-05-25,HOU,3,0
SD,2,6,0,2,14,2016-05-25,SF,8,0
OAK,5,3,0,6,16,2016-05-25,SEA,6,0
CIN,2,6,0,7,8,2016-05-25,LAD,8,0
NYM,2,1,0,8,8,2016-05-25,WSH,0,0
PHI,8,2,3,9,20,2016-05-25,DET,5,0
KC,5,2,0,9,16,2016-05-25,MIN,7,0
CHC,9,2,0,7,14,2016-05-25,STL,8,0
LAA,9,5,0,6,20,2016-05-25,TEX,15,0
CLE,4,1,0,11,12,2016-05-25,CHW,3,0
SD,3,2,0,9,14,2016-05-25,SF,4,0
TOR,8,4,0,5,22,2016-05-25,NYY,4,0
ARI,4,1,0,8,18,2016-05-25,PIT,5,0
COL,3,4,0,6,10,2016-05-25,BOS,10,0
MIL,3,5,1,12,14,2016-05-25,ATL,2,0
MIA,4,4,0,11,16,2016-05-25,TB,3,0
BAL,3,0,1,7,16,2016-05-26,HOU,4,0
OAK,3,0,0,2,13,2016-05-26,SEA,13,0
CIN,1,1,0,13,6,2016-05-26,LAD,3,0
ARI,3,5,2,9,16,2016-05-26,PIT,8,0
MIA,9,2,0,16,23,2016-05-26,TB,1,0
TOR,3,3,0,8,7,2016-05-26,NYY,1,0
STL,1,1,0,6,9,2016-05-26,WSH,2,0
COL,8,4,0,7,23,2016-05-26,BOS,2,0
MIL,6,4,0,8,21,2016-05-26,ATL,2,0
BAL,2,2,0,13,8,2016-05-27,HOU,4,0
PHI,2,2,0,9,11,2016-05-27,CHC,6,0
STL,6,1,0,7,10,2016-05-27,WSH,2,0
BOS,5,4,0,13,8,2016-05-27,TOR,7,0
BAL,6,4,0,8,19,2016-05-27,CLE,4,0
LAD,5,4,0,12,9,2016-05-27,NYM,6,0
NYY,4,0,1,9,10,2016-05-27,TB,1,0
MIA,2,3,0,6,10,2016-05-27,ATL,4,0
PIT,9,1,1,4,26,2016-05-28,TEX,1,0
CIN,5,6,0,6,12,2016-05-28,MIL,9,0
CHW,5,1,0,7,14,2016-05-28,KC,7,0
SF,2,2,0,3,10,2016-05-28,COL,5,0
SD,10,1,0,9,33,2016-05-28,ARI,3,0
HOU,2,4,0,5,8,2016-05-28,LAA,7,0
DET,4,1,0,5,21,2016-05-28,OAK,1,0
MIN,7,0,0,11,19,2016-05-28,SEA,2,0
BOS,9,2,3,8,30,2016-05-28,TOR,10,0
CHW,7,6,0,7,19,2016-05-28,KC,8,0
PHI,1,1,0,9,7,2016-05-28,CHC,4,0
DET,3,1,2,7,11,2016-05-28,OAK,12,0
BAL,4,5,0,5,16,2016-05-28,CLE,11,0
CIN,7,6,0,9,18,2016-05-28,MIL,6,0
MIA,2,4,0,7,9,2016-05-28,ATL,7,0
SF,10,5,0,10,26,2016-05-28,COL,5,0
NYY,5,2,0,6,15,2016-05-28,TB,9,0
PIT,2,1,3,6,9,2016-05-28,TEX,5,0
STL,9,0,1,7,22,2016-05-28,WSH,4,0
LAD,9,4,1,10,32,2016-05-28,NYM,1,0
HOU,4,0,1,6,13,2016-05-29,LAA,2,0
MIN,6,4,0,6,20,2016-05-29,SEA,5,0
SD,7,7,0,8,17,2016-05-29,ARI,8,0
BOS,5,4,1,8,12,2016-05-29,TOR,3,0
BAL,6,5,0,9,17,2016-05-29,CLE,4,0
NYY,2,2,0,14,4,2016-05-29,TB,1,0
STL,2,3,0,8,12,2016-05-29,WSH,10,0
CIN,4,5,1,5,13,2016-05-29,MIL,5,0
CHW,4,5,1,7,10,2016-05-29,KC,5,0
PHI,2,6,0,10,13,2016-05-29,CHC,7,0
PIT,2,4,1,7,15,2016-05-29,TEX,6,0
HOU,8,9,1,11,21,2016-05-29,LAA,6,0
DET,2,3,0,6,5,2016-05-29,OAK,4,0
MIN,5,1,2,9,17,2016-05-29,SEA,4,0
SF,8,3,2,7,28,2016-05-29,COL,3,0
SD,3,5,0,14,10,2016-05-29,ARI,6,0
MIA,7,5,0,6,19,2016-05-29,ATL,3,0
LAD,4,0,1,12,10,2016-05-30,NYM,2,0
CHW,0,2,0,7,2,2016-05-30,NYM,1,0
SF,3,2,0,8,9,2016-05-30,ATL,5,0
BOS,7,5,0,7,24,2016-05-30,BAL,2,0
STL,6,2,0,11,18,2016-05-30,MIL,0,0
MIN,2,3,0,7,8,2016-05-30,OAK,3,0
SD,3,3,2,6,12,2016-05-30,SEA,9,0
CIN,11,7,1,8,35,2016-05-30,COL,8,0
HOU,8,1,0,8,17,2016-05-30,ARI,3,0
LAD,0,3,0,9,1,2016-05-30,CHC,2,0
TEX,9,3,0,3,19,2016-05-30,CLE,2,0
WSH,4,2,1,8,11,2016-05-30,PHI,3,0
NYY,2,1,1,6,10,2016-05-30,TOR,4,0
PIT,10,0,1,1,23,2016-05-30,MIA,0,0
TB,2,2,1,3,5,2016-05-31,KC,6,0
DET,1,1,0,7,5,2016-05-31,LAA,5,0
SD,4,10,0,4,16,2016-05-31,SEA,16,0
HOU,8,5,1,12,20,2016-05-31,ARI,5,0
TEX,7,3,1,5,19,2016-05-31,CLE,3,0
BOS,6,0,0,9,23,2016-05-31,BAL,2,0
WSH,5,2,0,8,21,2016-05-31,PHI,1,0
NYY,1,2,2,6,8,2016-05-31,TOR,4,0
SF,4,1,0,4,8,2016-05-31,ATL,0,0
CHW,6,3,4,9,14,2016-05-31,NYM,4,0
PIT,1,2,0,5,5,2016-05-31,MIA,3,0
STL,10,2,0,6,23,2016-06-01,MIL,3,0
TB,5,3,0,5,21,2016-06-01,KC,10,0
LAD,5,1,1,11,11,2016-06-01,CHC,0,0
CIN,4,5,0,5,16,2016-06-01,COL,17,0
DET,9,4,0,4,24,2016-06-01,LAA,11,0
MIN,4,4,0,12,18,2016-06-01,OAK,7,0
CHW,2,13,0,12,12,2016-06-01,NYM,1,0
STL,1,3,0,4,7,2016-06-01,MIL,3,0
MIN,1,2,0,8,7,2016-06-01,OAK,5,0
TEX,4,5,0,7,12,2016-06-01,CLE,5,0
BOS,9,9,0,4,32,2016-06-01,BAL,13,0
DET,3,3,1,10,13,2016-06-01,LAA,0,0
WSH,7,3,0,12,23,2016-06-01,PHI,2,0
NYY,0,3,1,3,8,2016-06-01,TOR,7,0
SF,4,3,0,10,12,2016-06-01,ATL,5,0
PIT,2,3,0,10,5,2016-06-01,MIA,3,0
LAD,1,2,0,11,8,2016-06-02,CHC,2,0
ARI,4,3,0,12,12,2016-06-02,HOU,5,0
TB,3,2,0,7,16,2016-06-02,KC,6,0
CIN,7,2,3,3,16,2016-06-02,COL,2,0
SEA,6,1,0,13,19,2016-06-02,SD,14,0
SF,6,3,1,12,19,2016-06-02,ATL,0,0
ARI,3,0,0,14,8,2016-06-02,HOU,0,0
LAD,2,3,0,11,6,2016-06-02,CHC,7,0
BOS,7,2,0,4,16,2016-06-02,BAL,12,0
MIL,4,0,1,11,21,2016-06-02,PHI,1,0
KC,4,3,0,5,18,2016-06-02,CLE,5,0
PIT,3,5,0,9,7,2016-06-02,MIA,4,0
NYY,5,4,0,13,11,2016-06-02,DET,4,0
TB,4,3,0,5,12,2016-06-03,MIN,6,0
CIN,11,3,1,7,32,2016-06-03,COL,4,0
SEA,16,3,1,10,23,2016-06-03,SD,13,0
ARI,0,6,0,13,7,2016-06-03,CHC,6,0
NYY,5,1,0,8,20,2016-06-03,BAL,6,0
MIL,3,4,0,6,9,2016-06-03,PHI,6,0
LAA,9,1,1,9,20,2016-06-03,PIT,2,0
TOR,5,6,0,7,13,2016-06-03,BOS,2,0
KC,1,4,0,5,6,2016-06-03,CLE,6,0
CHW,3,7,0,6,9,2016-06-03,DET,10,0
WSH,2,0,0,9,12,2016-06-03,CIN,7,0
NYM,6,1,0,12,21,2016-06-03,MIA,2,0
SEA,3,5,0,4,11,2016-06-04,TEX,7,0
TB,4,5,0,10,15,2016-06-04,MIN,2,0
OAK,2,5,0,10,16,2016-06-04,HOU,12,0
SF,5,5,0,4,8,2016-06-04,STL,1,0
ATL,2,3,1,11,7,2016-06-04,LAD,4,0
COL,0,3,0,4,2,2016-06-04,SD,4,0
ARI,3,3,0,6,10,2016-06-04,CHC,5,0
MIL,6,2,2,4,18,2016-06-04,PHI,3,0
TOR,4,5,1,5,4,2016-06-04,BOS,6,0
LAA,7,8,0,4,20,2016-06-04,PIT,8,0
CHW,4,3,0,2,12,2016-06-04,DET,7,0
TB,7,2,1,10,25,2016-06-04,MIN,4,0
WSH,3,3,0,15,10,2016-06-04,CIN,6,0
OAK,5,5,0,13,19,2016-06-04,HOU,6,0
NYM,6,4,1,4,18,2016-06-04,MIA,4,0
NYY,8,3,2,9,20,2016-06-04,BAL,6,0
KC,1,2,1,7,9,2016-06-04,CLE,7,0
SF,4,0,0,3,11,2016-06-04,STL,7,0
SEA,4,7,0,5,17,2016-06-05,TEX,10,0
ATL,0,7,1,3,5,2016-06-05,LAD,4,0
COL,3,1,0,5,15,2016-06-05,SD,4,0
KC,0,2,1,7,4,2016-06-05,CLE,7,0
CHW,2,4,0,8,13,2016-06-05,DET,5,0
WSH,10,5,1,13,22,2016-06-05,CIN,9,0
NYM,0,0,0,4,5,2016-06-05,MIA,1,0
NYY,1,7,0,12,12,2016-06-05,BAL,3,0
TOR,5,3,0,7,16,2016-06-05,BOS,4,0
MIL,1,2,2,2,11,2016-06-05,PHI,8,0
LAA,5,7,1,8,16,2016-06-05,PIT,4,0
TB,7,6,0,12,23,2016-06-05,MIN,5,0
OAK,2,6,0,7,10,2016-06-05,HOU,5,0
ARI,3,2,2,6,11,2016-06-05,CHC,2,0
SEA,2,1,0,7,6,2016-06-05,TEX,3,0
ATL,6,6,0,9,19,2016-06-05,LAD,12,0
SF,3,2,0,6,9,2016-06-06,STL,6,0
COL,10,1,2,12,21,2016-06-06,SD,3,0
CHC,6,0,0,10,20,2016-06-06,PHI,4,0
KC,1,2,0,11,6,2016-06-06,BAL,4,0
LAA,2,0,1,6,7,2016-06-06,NYY,5,0
TOR,0,4,0,7,5,2016-06-06,DET,11,0
HOU,5,1,2,7,12,2016-06-07,TEX,6,0
TB,6,5,0,15,18,2016-06-07,ARI,4,0
CLE,3,1,1,13,9,2016-06-07,SEA,1,0
COL,6,4,1,6,16,2016-06-07,LAD,1,0
ATL,2,1,0,5,10,2016-06-07,SD,7,0
NYM,1,4,0,11,10,2016-06-07,PIT,3,0
KC,1,2,1,6,12,2016-06-07,BAL,9,0
LAA,3,2,0,4,11,2016-06-07,NYY,6,0
CHC,2,4,0,8,6,2016-06-07,PHI,3,0
TOR,2,3,0,13,8,2016-06-07,DET,3,0
STL,6,2,0,8,13,2016-06-07,CIN,7,0
NYM,1,1,0,10,6,2016-06-07,PIT,3,0
HOU,3,1,1,10,11,2016-06-08,TEX,4,0
WSH,10,8,1,7,20,2016-06-08,CHW,5,0
OAK,4,2,0,8,10,2016-06-08,MIL,5,0
MIA,4,3,1,10,14,2016-06-08,MIN,6,0
TB,0,2,0,5,3,2016-06-08,ARI,5,0
CLE,1,5,0,8,10,2016-06-08,SEA,7,0
COL,3,5,1,5,15,2016-06-08,LAD,4,0
ATL,3,4,1,6,10,2016-06-08,SD,4,0
BOS,5,1,3,10,13,2016-06-08,SF,3,0
CHC,8,1,1,11,21,2016-06-08,PHI,1,0
TOR,7,3,0,5,22,2016-06-08,DET,2,0
ATL,4,2,0,9,20,2016-06-08,SD,2,0
TB,6,5,0,11,21,2016-06-08,ARI,3,0
KC,0,4,0,8,10,2016-06-08,BAL,4,0
LAA,6,2,0,5,27,2016-06-08,NYY,12,0
NYM,6,6,0,8,19,2016-06-08,PIT,5,0
STL,12,1,0,9,30,2016-06-08,CIN,7,0
HOU,3,1,2,6,13,2016-06-09,TEX,1,0
WSH,11,2,0,9,32,2016-06-09,CHW,4,0
OAK,0,2,0,6,4,2016-06-09,MIL,4,0
MIA,5,1,0,5,15,2016-06-09,MIN,7,0
CLE,0,2,0,7,3,2016-06-09,SEA,5,0
COL,1,2,0,6,8,2016-06-09,LAD,0,0
BOS,1,2,2,7,8,2016-06-09,SF,2,0
HOU,3,2,0,8,8,2016-06-09,TEX,5,0
PIT,5,5,0,4,11,2016-06-09,COL,11,0
LAA,3,5,1,5,14,2016-06-09,NYY,6,0
BAL,6,4,0,6,21,2016-06-09,TOR,5,0
STL,3,1,0,11,10,2016-06-09,CIN,2,0
WSH,1,2,0,11,8,2016-06-10,CHW,3,0
NYM,5,0,0,4,20,2016-06-10,MIL,2,0
MIA,10,3,0,10,24,2016-06-10,MIN,3,0
CLE,5,1,1,8,11,2016-06-10,SEA,3,0
DET,0,5,0,2,6,2016-06-10,NYY,4,0
PHI,6,5,0,3,12,2016-06-10,WSH,9,0
STL,9,5,0,7,17,2016-06-10,PIT,3,0
BAL,3,3,0,7,10,2016-06-10,TOR,4,0
OAK,1,1,1,4,13,2016-06-10,CIN,2,0
HOU,3,5,2,12,15,2016-06-10,TB,4,0
CHC,1,3,0,5,6,2016-06-10,ATL,5,0
KC,5,1,1,3,22,2016-06-11,CHW,7,0
NYM,2,6,0,15,16,2016-06-11,MIL,1,0
BOS,8,2,0,8,25,2016-06-11,MIN,1,0
SD,7,3,2,10,16,2016-06-11,COL,5,0
MIA,8,4,0,11,16,2016-06-11,ARI,6,0
CLE,6,1,1,8,13,2016-06-11,LAA,2,0
TEX,5,3,0,6,24,2016-06-11,SEA,7,0
LAD,3,1,0,14,9,2016-06-11,SF,2,0
PHI,0,2,0,6,8,2016-06-11,WSH,8,0
BAL,6,8,0,3,24,2016-06-11,TOR,11,0
KC,4,3,0,13,18,2016-06-11,CHW,1,0
BOS,15,8,0,8,23,2016-06-11,MIN,4,0
NYM,4,7,1,8,15,2016-06-11,MIL,7,0
CHC,8,2,0,4,28,2016-06-11,ATL,2,0
OAK,1,5,0,10,9,2016-06-11,CIN,2,0
SD,3,2,0,7,9,2016-06-11,COL,5,0
HOU,4,3,1,4,13,2016-06-11,TB,3,0
DET,6,3,1,7,17,2016-06-11,NYY,1,0
STL,5,3,1,6,12,2016-06-11,PIT,1,0
LAD,4,7,0,3,17,2016-06-11,SF,5,0
CLE,3,2,2,3,8,2016-06-12,LAA,4,0
TEX,2,1,0,3,16,2016-06-12,SEA,1,0
MIA,3,0,0,12,17,2016-06-12,ARI,5,0
BAL,9,5,1,10,29,2016-06-12,TOR,10,0
OAK,6,2,0,9,25,2016-06-12,CIN,1,0
HOU,0,3,0,12,2,2016-06-12,TB,5,0
CHC,13,1,0,8,24,2016-06-12,ATL,2,0
DET,4,4,1,9,14,2016-06-12,NYY,1,0
KC,3,1,0,12,15,2016-06-12,CHW,1,0
NYM,3,1,0,6,10,2016-06-12,MIL,5,0
BOS,4,5,2,7,11,2016-06-12,MIN,7,0
CLE,8,5,0,10,21,2016-06-12,LAA,3,0
PHI,4,5,0,9,15,2016-06-12,WSH,5,0
TEX,6,3,2,6,11,2016-06-12,SEA,4,0
SD,1,4,1,12,9,2016-06-12,COL,2,0
MIA,0,2,0,6,3,2016-06-12,ARI,6,0
STL,8,0,0,7,22,2016-06-12,PIT,3,0
LAD,1,3,0,7,9,2016-06-13,SF,2,0
CHC,1,5,0,5,6,2016-06-13,WSH,4,0
PHI,7,5,1,8,18,2016-06-13,TOR,0,0
CIN,9,4,0,3,15,2016-06-13,ATL,8,0
DET,9,6,2,10,20,2016-06-14,CHW,10,0
CLE,1,1,0,9,8,2016-06-14,KC,2,0
LAD,2,2,0,8,13,2016-06-14,ARI,3,0
MIN,9,1,1,7,20,2016-06-14,LAA,4,0
TEX,5,5,1,4,19,2016-06-14,OAK,14,0
MIA,13,2,0,10,27,2016-06-14,SD,4,0
MIL,5,5,0,8,15,2016-06-14,SF,11,0
PHI,3,5,0,6,13,2016-06-14,TOR,11,0
CHC,4,3,1,10,10,2016-06-14,WSH,3,0
BAL,3,3,0,11,11,2016-06-14,BOS,2,0
CIN,3,5,2,6,7,2016-06-14,ATL,1,0
PIT,4,1,1,6,13,2016-06-14,NYM,0,0
SEA,7,4,2,11,17,2016-06-14,TB,8,0
DET,11,1,1,5,27,2016-06-15,CHW,8,0
CLE,2,0,3,6,13,2016-06-15,KC,3,0
HOU,5,1,1,9,13,2016-06-15,STL,2,0
NYY,10,5,0,7,19,2016-06-15,COL,13,0
LAD,7,1,0,11,22,2016-06-15,ARI,4,0
MIN,4,3,0,2,14,2016-06-15,LAA,5,0
TEX,10,0,0,5,24,2016-06-15,OAK,6,0
MIA,5,2,0,12,10,2016-06-15,SD,2,0
MIL,2,4,0,10,8,2016-06-15,SF,3,0
NYY,3,3,0,8,7,2016-06-15,COL,6,0
MIA,3,1,0,6,10,2016-06-15,SD,6,0
LAD,3,1,0,13,11,2016-06-15,ARI,2,0
MIL,1,4,0,4,8,2016-06-15,SF,10,0
CHC,4,4,0,10,20,2016-06-15,WSH,5,0
BAL,4,4,0,4,12,2016-06-15,BOS,6,0
